ncbiTaxID	Genome	Quality	best-match-status	taxonomy-check-status
84378	GCF_000092845.1	Complete Genome	below-threshold-mismatch	OK
84405	GCF_000194135.1	Complete Genome	low-coverage	OK
84521	GCF_002871685.1	Scaffold	species-match	OK
84531	GCF_001442745.1	Complete Genome	species-match	OK
84594	GCF_016863515.1	Contig	mismatch	OK
84599	GCF_000092465.1	Complete Genome	below-threshold-mismatch	OK
84632	GCA_001315685.1	Contig	below-threshold-mismatch	OK
84633	GCF_021277265.1	Contig	below-threshold-mismatch	OK
84698	GCF_900111985.1	Scaffold	low-coverage	OK
84753	GCF_000747765.1	Scaffold		
84757	GCF_000023105.1	Complete Genome	low-coverage	OK
84980	GCF_000025945.1	Complete Genome	low-coverage	OK
85044	GCF_003634525.1	Contig	species-match	OK
85075	GCF_016584085.1	Contig	below-threshold-mismatch	OK
85085	GCF_000022025.1	Complete Genome	species-match	OK
85402	GCF_011455695.1	Complete Genome	species-match	OK
85581	GCA_001708035.2	Complete Genome	species-match	OK
85581	GCA_002142615.1	Complete Genome	species-match	OK
85581	GCA_004135105.1	Complete Genome	species-match	OK
85581	GCA_014930975.1	Complete Genome	species-match	OK
85581	GCA_021765875.1	Complete Genome	species-match	OK
85581	GCA_021766015.1	Complete Genome	species-match	OK
85581	GCA_021768305.1	Complete Genome	subspecies-match	OK
85581	GCA_021768345.1	Complete Genome	species-match	OK
85581	GCA_021768365.1	Complete Genome	species-match	OK
85581	GCA_021768385.1	Complete Genome	species-match	OK
85581	GCA_021768405.1	Complete Genome	species-match	OK
85581	GCA_021768425.1	Complete Genome	subspecies-match	OK
85581	GCA_026001825.1	Complete Genome	species-match	OK
85682	GCF_001865995.1	Contig	low-coverage	OK
85683	GCF_000093085.1	Complete Genome	low-coverage	OK
85698	GCF_016728825.1	Complete Genome	species-match	OK
85701	GCF_000196435.1	Complete Genome	below-threshold-mismatch	OK
85831	GCF_910575425.1	Scaffold	species-match	OK
85874	GCF_000305935.1	Complete Genome	species-match	OK
85968	GCF_025215495.1	Complete Genome	species-match	OK
85982	GCF_000218685.1	Scaffold		
85991	GCF_020459125.1	Complete Genome	species-match	OK
86102	GCF_019797805.1	Complete Genome	species-match	OK
86103	GCF_900100855.1	Scaffold	species-match	OK
86104	GCF_000424985.1	Scaffold	below-threshold-mismatch	OK
86166	GCF_001514535.1	Scaffold	species-match	OK
86170	GCF_000092405.1	Complete Genome	low-coverage	OK
86173	GCF_021165935.1	Complete Genome	species-match	OK
86175	GCF_014646575.1	Scaffold	below-threshold-mismatch	OK
86176	GCF_001400515.1	Scaffold	species-match	OK
86177	GCF_900162675.1	Scaffold	species-match	OK
86179	GCF_023061185.1	Contig	mismatch	OK
86180	GCF_002980625.1	Contig	below-threshold-mismatch	OK
86182	GCF_000381265.1	Scaffold	below-threshold-mismatch	OK
86184	GCF_001431585.1	Contig	species-match	OK
86185	GCF_015377145.2	Complete Genome	species-match	OK
86193	GCF_001598335.1	Contig	below-threshold-mismatch	OK
86265	GCF_900102295.1	Chromosome	species-match	OK
86304	GCF_000013665.1	Complete Genome	low-coverage	OK
86342	GCF_003576345.1	Scaffold	below-threshold-mismatch	OK
86660	GCF_002736285.1	Complete Genome	species-match	OK
86664	GCF_022559225.1	Chromosome	species-match	OK
86665	GCF_000011145.1	Complete Genome	species-match	OK
86666	GCF_900100295.1	Scaffold	below-threshold-mismatch	OK
86668	GCF_001591505.1	Contig	low-coverage	OK
86836	GCA_019926025.1	Contig		
86837	GCA_920104245.1	Contig		
86838	GCA_028828615.1	Scaffold		
86840	GCF_016599635.1	Complete Genome	species-match	OK
86956	GCF_004341685.1	Contig	species-match	OK
87461	GCF_014203125.1	Scaffold	below-threshold-mismatch	OK
87541	GCF_001543105.1	Complete Genome	species-match	OK
87883	GCF_003019965.1	Complete Genome	species-match	OK
88058	GCF_000214375.1	Complete Genome	low-coverage	OK
88189	GCF_000376265.1	Contig	below-threshold-mismatch	OK
88190	GCF_000423905.1	Scaffold	below-threshold-mismatch	OK
88233	GCF_009184845.1	Chromosome	species-match	OK
88373	GCF_009729855.1	Contig	species-match	OK
88374	GCA_027925245.1	Contig	below-threshold-mismatch	OK
88376	GCF_009709675.1	Contig	below-threshold-mismatch	OK
88431	GCF_001404635.1	Scaffold	species-match	OK
88688	GCF_003015125.1	Complete Genome	species-match	OK
88719	GCA_900475815.1	Complete Genome	subspecies-match	OK
88719	GCA_000818035.1	Complete Genome	derived-species-match	OK
88724	GCF_000337195.1	Contig	below-threshold-mismatch	OK
89053	GCF_022059885.1	Complete Genome	species-match	OK
89059	GCF_900116935.1	Complete Genome	species-match	OK
89061	GCF_005405465.1	Scaffold	species-match	OK
89065	GCF_900100795.1	Contig	below-threshold-mismatch	OK
89093	GCF_023195815.2	Complete Genome	species-match	OK
89152	GCF_008151785.1	Complete Genome	species-match	OK
89153	GCF_005844135.1	Scaffold	species-match	OK
89154	GCF_000418365.1	Complete Genome	below-threshold-mismatch	OK
89184	GCF_000011965.2	Complete Genome	below-threshold-mismatch	OK
89187	GCF_000152625.1	Scaffold	below-threshold-mismatch	OK
89489	GCA_002976275.1	Contig		
89584	GCF_003350405.1	Scaffold	species-match	OK
89784	GCF_900107035.1	Scaffold	below-threshold-mismatch	OK
89916	GCA_025758675.1	Scaffold		
89926	GCA_014825765.1	Scaffold		
89928	GCA_001599695.1	Scaffold		
89929	GCA_015708705.1	Scaffold		
89967	GCF_900176135.1	Contig	below-threshold-mismatch	OK
89968	GCF_900187375.1	Scaffold	below-threshold-mismatch	OK
89969	GCF_002797555.1	Contig	below-threshold-mismatch	OK
90004	GCA_930272055.1	Scaffold		
90239	GCF_001064535.1	Contig	species-match	OK
90240	GCF_900453285.1	Contig	species-match	OK
90241	GCF_002014765.1	Scaffold	low-coverage	OK
90244	GCF_016028735.1	Complete Genome	species-match	OK
90245	GCF_900454325.1	Contig	species-match	OK
90323	GCF_014201655.1	Scaffold	below-threshold-mismatch	OK
90732	GCF_900105645.1	Scaffold	mismatch	OK
91191	GCA_902809745.2	Scaffold		
91352	GCA_005844045.1	Complete Genome	species-match	OK
91352	GCA_013372145.1	Complete Genome	species-match	OK
91352	GCA_001643955.1	Complete Genome	derived-species-match	OK
91353	GCF_013372165.1	Complete Genome	subspecies-match	OK
91360	GCF_900104445.1	Scaffold	low-coverage	OK
91560	GCF_004363215.1	Scaffold	species-match	OK
91623	GCF_000686725.1	Scaffold	below-threshold-mismatch	OK
91624	GCF_900176305.1	Contig	below-threshold-mismatch	OK
91625	GCA_016758905.1	Scaffold		
91822	GCF_900452395.1	Contig	below-threshold-mismatch	OK
91823	GCF_900639865.1	Scaffold	below-threshold-mismatch	OK
91890	GCA_001590615.2	Complete Genome	subspecies-match	OK
91890	GCA_001590645.1	Complete Genome	subspecies-match	OK
91890	GCA_001590695.1	Complete Genome	subspecies-match	OK
91890	GCA_003004115.1	Complete Genome	subspecies-match	OK
91890	GCA_900475745.1	Complete Genome	subspecies-match	OK
91890	GCA_900637585.1	Complete Genome	subspecies-match	OK
91891	GCA_000306845.1	Complete Genome	subspecies-match	OK
91891	GCA_000306865.1	Complete Genome	subspecies-match	OK
91891	GCA_001592705.1	Complete Genome	subspecies-match	OK
91891	GCA_001766275.1	Complete Genome	species-match	OK
91891	GCA_001766295.1	Complete Genome	species-match	OK
91891	GCA_001766315.1	Complete Genome	subspecies-match	OK
91891	GCA_001766335.1	Complete Genome	species-match	OK
91891	GCA_001766355.1	Complete Genome	species-match	OK
91891	GCA_001766375.1	Complete Genome	species-match	OK
91891	GCA_003003815.1	Complete Genome	subspecies-match	OK
91891	GCA_003004135.1	Complete Genome	subspecies-match	OK
91891	GCA_003004155.1	Complete Genome	species-match	OK
91891	GCA_003004175.1	Complete Genome	subspecies-match	OK
91891	GCA_003004275.1	Complete Genome	subspecies-match	OK
91891	GCA_003004295.1	Complete Genome	subspecies-match	OK
91891	GCA_003004315.1	Complete Genome	subspecies-match	OK
91891	GCA_014789345.1	Complete Genome	subspecies-match	OK
91891	GCA_022870105.1	Complete Genome	species-match	OK
91891	GCA_000347615.1	Complete Genome	species-match	OK
91891	GCA_000277025.1	Complete Genome	derived-species-match	OK
91891	GCA_000277065.1	Complete Genome	derived-species-match	OK
91891	GCA_000008485.1	Complete Genome	species-match	OK
91891	GCA_000404245.1	Complete Genome	species-match	OK
91892	GCA_001886795.1	Complete Genome	subspecies-match	OK
91892	GCA_001886835.1	Complete Genome	subspecies-match	OK
91892	GCA_003003595.1	Complete Genome	subspecies-match	OK
91892	GCA_003003675.1	Complete Genome	subspecies-match	OK
91892	GCA_003003755.1	Complete Genome	subspecies-match	OK
91892	GCA_003003865.1	Complete Genome	subspecies-match	OK
91892	GCA_003003955.1	Complete Genome	subspecies-match	OK
91892	GCA_003004215.1	Complete Genome	subspecies-match	OK
91892	GCA_003004255.1	Complete Genome	subspecies-match	OK
91915	GCF_001547995.1	Complete Genome	species-match	OK
92172	GCF_024346755.1	Complete Genome	species-match	OK
92442	GCF_003219795.1	Contig	below-threshold-mismatch	OK
92645	GCF_000300975.2	Contig	below-threshold-mismatch	OK
92647	GCF_014171495.1	Complete Genome	species-match	OK
92952	GCA_012922715.1	Scaffold		
93063	GCF_014196115.1	Contig	species-match	OK
93218	GCF_001465595.2	Complete Genome	species-match	OK
93219	GCF_001465545.3	Complete Genome	below-threshold-mismatch	OK
93220	GCF_000504585.2	Complete Genome	species-match	OK
93221	GCF_000815105.2	Complete Genome	species-match	OK
93222	GCF_900187205.1	Complete Genome	species-match	OK
93378	GCF_016026395.1	Complete Genome	species-match	OK
93466	GCF_000235405.2	Complete Genome	below-threshold-mismatch	OK
93591	GCA_900169235.1	Scaffold		
93973	GCF_002075795.1	Complete Genome	below-threshold-mismatch	OK
94009	GCF_000510645.1	Scaffold	low-coverage	OK
94132	GCF_000215705.1	Complete Genome	below-threshold-mismatch	OK
94136	GCF_007991275.1	Contig	low-coverage	OK
94138	GCF_025558845.1	Complete Genome	species-match	OK
94254	GCF_000023125.1	Complete Genome	below-threshold-mismatch	OK
94255	GCF_000423565.1	Scaffold	low-coverage	OK
94626	GCF_008932285.1	Contig	species-match	OK
94627	GCF_002252505.1	Contig	species-match	OK
94694	GCF_000231015.2	Complete Genome	species-match	OK
94868	GCF_003609635.1	Contig	below-threshold-mismatch	OK
94869	GCF_017348895.1	Complete Genome	species-match	OK
95149	GCF_000518225.1	Scaffold	below-threshold-mismatch	OK
95162	GCF_001612785.1	Contig	below-threshold-mismatch	OK
95300	GCF_900105825.1	Chromosome	species-match	OK
95485	GCF_900240005.1	Chromosome	species-match	OK
95486	GCF_001718895.1	Complete Genome	species-match	OK
96228	GCF_900640075.1	Scaffold	species-match	OK
96229	GCF_900639985.1	Contig	below-threshold-mismatch	OK
96230	GCF_000953135.1	Complete Genome	low-coverage	OK
96241	GCF_006094475.1	Complete Genome	species-match	OK
96345	GCF_013343195.2	Complete Genome	species-match	OK
96473	GCA_002735225.1	Complete Genome	derived-species-match	OK
96565	GCF_001434515.1	Scaffold	species-match	OK
96773	GCF_001922305.1	Complete Genome	species-match	OK
96941	GCF_025583945.1	Contig	low-coverage	OK
97084	GCF_000210915.2	Complete Genome	low-coverage	OK
97093	GCA_001950475.1	Scaffold		
97096	GCA_022661535.1	Contig		
97098	GCA_016758945.1	Scaffold		
97393	GCF_000152265.2	Complete Genome	mismatch	OK
97477	GCF_000266925.1	Complete Genome	below-threshold-mismatch	OK
97478	GCF_014898655.1	Chromosome	species-match	OK
98513	GCF_014196295.1	Contig	below-threshold-mismatch	OK
98672	GCF_008973725.1	Contig	species-match	OK
99286	GCF_000425505.1	Scaffold	below-threshold-mismatch	OK
99594	GCF_003609645.1	Contig	low-coverage	OK
99675	GCF_900461105.1	Contig	below-threshold-mismatch	OK
99807	GCF_026236545.1	Contig	species-match	OK
99822	GCA_900635345.1	Complete Genome	species-match	OK
99907	GCF_003003275.1	Scaffold	below-threshold-mismatch	OK
100053	GCF_002009845.1	Contig	species-match	OK
100176	GCF_900176335.1	Scaffold	low-coverage	OK
100468	GCF_001435585.1	Contig	low-coverage	OK
100716	GCF_000020525.1	Complete Genome	low-coverage	OK
100884	GCF_000269565.1	Contig	species-match	OK
100886	GCF_902362575.1	Scaffold	species-match	OK
100951	GCA_001599735.1	Scaffold		
101070	GCF_002884495.1	Scaffold	below-threshold-mismatch	OK
101192	GCF_000328665.1	Complete Genome	low-coverage	OK
101201	GCF_003025105.1	Scaffold		
101383	GCF_010686655.1	Contig	low-coverage	OK
101385	GCF_000265385.1	Complete Genome	below-threshold-mismatch	OK
101480	GCA_019359935.1	Scaffold		
101564	GCF_002091495.1	Contig	species-match	OK
101571	GCF_002097715.1	Complete Genome	subspecies-match	OK
102001	GCA_026262445.1	Scaffold		
102109	GCF_000429305.1	Scaffold	low-coverage	OK
102169	GCA_023375785.1	Scaffold		
102618	GCA_900478295.1	Complete Genome	species-match	OK
102684	GCF_016127275.1	Complete Genome	species-match	OK
102862	GCF_022369495.1	Complete Genome	species-match	OK
102884	GCA_001313405.1	Contig	below-threshold-mismatch	OK
102886	GCF_000380005.1	Scaffold	below-threshold-mismatch	OK
103618	GCF_000159015.1	Scaffold	low-coverage	OK
103621	GCF_002861525.1	Scaffold	species-match	OK
103731	GCF_000328705.1	Complete Genome	below-threshold-mismatch	OK
103810	GCF_000374405.1	Scaffold	low-coverage	OK
103816	GCF_000511305.1	Complete Genome	species-match	OK
103817	GCF_001598955.1	Contig	species-match	OK
103836	GCF_006716785.1	Contig	species-match	OK
103855	GCF_006770325.1	Complete Genome	species-match	OK
103892	GCF_003992115.1	Contig	below-threshold-mismatch	OK
104097	GCF_025996015.1	Contig	species-match	OK
104098	GCF_006539345.1	Contig	species-match	OK
104099	GCF_006539325.1	Contig	species-match	OK
104100	GCF_011516875.1	Contig	species-match	OK
104101	GCF_002153515.1	Contig	species-match	OK
104268	GCF_003867075.1	Chromosome	species-match	OK
104270	GCF_000430545.1	Scaffold	below-threshold-mismatch	OK
104336	GCF_003367705.1	Complete Genome	species-match	OK
104341	GCF_002117355.1	Scaffold		
104355	GCF_000344685.1	Scaffold		
104402	GCA_024271885.1	Scaffold		
104628	GCF_013374215.1	Complete Genome	species-match	OK
104663	GCF_900102545.1	Scaffold	below-threshold-mismatch	OK
104955	GCF_008876665.1	Complete Genome	species-match	OK
105219	GCF_000954135.1	Complete Genome	species-match	OK
105229	GCF_001591485.1	Contig	low-coverage	OK
105231	GCA_000708835.1	Scaffold		
105420	GCF_000787815.1	Scaffold	below-threshold-mismatch	OK
105422	GCF_000787775.1	Scaffold	below-threshold-mismatch	OK
105483	GCF_000711975.1	Scaffold	low-coverage	OK
105696	GCA_002116315.1	Scaffold		
105751	GCF_002906925.1	Contig	species-match	OK
105841	GCF_020181435.1	Complete Genome	species-match	OK
105972	GCF_000372865.1	Scaffold	low-coverage	OK
106018	GCA_019775285.1	Scaffold		
106147	GCF_013133775.1	Contig	low-coverage	OK
106207	GCF_024372745.1	Contig	below-threshold-mismatch	OK
106370	GCF_000013345.1	Complete Genome	below-threshold-mismatch	OK
106578	GCF_000262445.1	Chromosome	mismatch	OK
106590	GCF_004798725.1	Complete Genome	species-match	OK
106634	GCF_001020955.1	Complete Genome	species-match	OK
106648	GCF_016576965.1	Complete Genome	species-match	OK
106654	GCF_005281455.1	Complete Genome	species-match	OK
107401	GCF_004803875.1	Complete Genome	species-match	OK
108003	GCF_002000365.1	Scaffold	below-threshold-mismatch	OK
108007	GCF_000237825.1	Chromosome	below-threshold-mismatch	OK
108015	GCF_004022285.3	Contig	species-match	OK
108028	GCF_016907845.1	Contig	below-threshold-mismatch	OK
108328	GCF_900111575.1	Scaffold	below-threshold-mismatch	OK
108486	GCF_020097615.1	Complete Genome	species-match	OK
108528	GCF_013155425.1	Contig	species-match	OK
108572	GCA_001679825.1	Scaffold		
108819	GCF_000378005.1	Scaffold	low-coverage	OK
108980	GCF_000369885.1	Scaffold	species-match	OK
108981	GCF_010918895.1	Complete Genome	species-match	OK
109258	GCF_900176285.1	Scaffold	below-threshold-mismatch	OK
109327	GCF_000426305.1	Scaffold	low-coverage	OK
109465	GCA_001313985.1	Contig	below-threshold-mismatch	OK
109472	GCF_013377195.1	Complete Genome	species-match	OK
109790	GCF_001936235.1	Complete Genome	species-match	OK
110163	GCF_024022995.1	Chromosome	below-threshold-mismatch	OK
110164	GCF_000816105.1	Complete Genome	below-threshold-mismatch	OK
110321	GCF_007827695.1	Scaffold	species-match	OK
110505	GCF_016861545.1	Complete Genome	species-match	OK
110539	GCF_000015305.1	Complete Genome	species-match	OK
110578	GCA_000278235.1	Scaffold	derived-species-match	OK
110578	GCA_902825115.1	Scaffold	derived-species-match	OK
110578	GCA_000278335.1	Scaffold	derived-species-match	OK
110845	GCF_903994035.1	Contig	species-match	OK
110935	GCF_900167545.1	Contig	species-match	OK
111015	GCF_001553565.1	Complete Genome	below-threshold-mismatch	OK
111105	GCF_000765945.1	Contig	species-match	OK
111501	GCF_000224085.1	Complete Genome	below-threshold-mismatch	OK
111564	GCF_013409325.1	Contig	species-match	OK
111955	GCF_000011205.1	Complete Genome	below-threshold-mismatch	OK
112002	GCF_900101915.1	Scaffold	below-threshold-mismatch	OK
112009	GCF_000510805.1	Scaffold	below-threshold-mismatch	OK
112140	GCF_014174305.1	Scaffold	species-match	OK
112234	GCF_003815775.1	Complete Genome	species-match	OK
112248	GCF_900129355.1	Scaffold	low-coverage	OK
112331	GCF_014202615.1	Contig	species-match	OK
112900	GCF_900101845.1	Scaffold	species-match	OK
112901	GCF_900176355.1	Scaffold	below-threshold-mismatch	OK
113107	GCF_900636505.1	Complete Genome	species-match	OK
113288	GCA_006043955.1	Contig	derived-species-match	OK
113288	GCA_006044015.1	Contig	derived-species-match	OK
113288	GCA_006044035.1	Contig	derived-species-match	OK
113288	GCA_006044075.1	Contig	derived-species-match	OK
113288	GCA_000315855.2	Contig	derived-species-match	OK
113557	GCA_003957435.1	Complete Genome	derived-species-match	OK
113557	GCA_015476075.1	Complete Genome	derived-species-match	OK
113557	GCA_015476135.1	Complete Genome	derived-species-match	OK
113557	GCA_015476155.1	Complete Genome	derived-species-match	OK
113557	GCA_015476175.1	Complete Genome	derived-species-match	OK
113557	GCA_015476195.1	Complete Genome	derived-species-match	OK
113557	GCA_015693945.1	Complete Genome	derived-species-match	OK
113557	GCA_016757675.1	Complete Genome	derived-species-match	OK
113557	GCA_016757695.1	Complete Genome	derived-species-match	OK
113557	GCA_018286435.1	Complete Genome	derived-species-match	OK
113557	GCA_025946725.1	Complete Genome	derived-species-match	OK
113557	GCA_025946745.1	Complete Genome	derived-species-match	OK
113559	GCF_016862035.1	Contig	species-match	OK
113560	GCF_018332715.1	Contig	below-threshold-mismatch	OK
113561	GCF_016862115.1	Contig	below-threshold-mismatch	OK
113562	GCF_900104725.1	Chromosome	species-match	OK
113563	GCF_016862175.1	Contig	below-threshold-mismatch	OK
113564	GCF_016862195.1	Contig	below-threshold-mismatch	OK
113565	GCF_000379645.1	Scaffold	below-threshold-mismatch	OK
113566	GCF_016862215.1	Contig	below-threshold-mismatch	OK
113567	GCF_016862235.1	Contig	species-match	OK
113568	GCF_016862255.1	Contig	species-match	OK
113570	GCF_016862315.1	Contig	below-threshold-mismatch	OK
113571	GCF_000962825.1	Contig	below-threshold-mismatch	OK
113608	GCF_000236905.1	Chromosome		
113653	GCF_001006045.1	Complete Genome	low-coverage	OK
114090	GCF_002982135.1	Complete Genome	species-match	OK
114249	GCF_004342625.1	Contig	species-match	OK
114259	GCF_000308675.1	Contig	below-threshold-mismatch	OK
114376	GCA_025340205.1	Complete Genome	low-coverage	OK
114404	GCF_003034225.1	Contig	below-threshold-mismatch	OK
114497	GCF_001636725.1	Scaffold		
114524	GCA_947243785.1	Complete Genome		
114525	GCA_947241705.1	Complete Genome		
114527	GCF_002998925.1	Complete Genome	below-threshold-mismatch	OK
114529	GCF_010692905.1	Complete Genome	species-match	OK
114628	GCF_000621485.1	Scaffold	low-coverage	OK
114652	GCF_000380105.1	Scaffold	below-threshold-mismatch	OK
114840	GCA_001600175.1	Scaffold		
115335	GCF_001552235.1	Contig	below-threshold-mismatch	OK
115541	GCF_002706425.1	Complete Genome	derived-species-match	OK
115542	GCA_002706705.1	Complete Genome	derived-species-match	OK
115544	GCF_900141895.1	Contig	low-coverage	OK
115545	GCA_002068175.1	Complete Genome	derived-species-match	OK
115545	GCA_900638315.1	Complete Genome	subspecies-match	OK
115551	GCF_019903445.1	Contig	below-threshold-mismatch	OK
115553	GCF_003298795.1	Contig	species-match	OK
115555	GCF_001576535.1	Contig	species-match	OK
115561	GCF_011399095.1	Complete Genome	mismatch	OK
115778	GCA_009296125.1	Complete Genome	species-match	OK
115778	GCA_013403485.1	Complete Genome	species-match	OK
115778	GCA_001536305.1	Complete Genome	species-match	OK
115778	GCA_000196855.1	Complete Genome	species-match	OK
115781	GCF_000421285.1	Contig	mismatch	OK
115852	GCF_006265165.1	Contig	below-threshold-mismatch	OK
115979	GCF_002835805.1	Contig	low-coverage	OK
116085	GCF_019734885.1	Scaffold	species-match	OK
116089	GCF_000425905.1	Scaffold	species-match	OK
116090	GCF_000761095.1	Contig	species-match	OK
116849	GCF_007830255.1	Scaffold	low-coverage	OK
117187	GCF_000149555.1	Chromosome		
117207	GCF_000013985.1	Complete Genome	below-threshold-mismatch	OK
118000	GCF_000025725.1	Complete Genome	low-coverage	OK
118060	GCF_001465345.1	Chromosome	below-threshold-mismatch	OK
118126	GCF_019669965.1	Complete Genome	species-match	OK
118748	GCF_000177375.1	Contig	low-coverage	OK
119000	GCF_900102945.1	Scaffold	below-threshold-mismatch	OK
119072	GCF_000007085.1	Complete Genome	derived-species-match	OK
119206	GCF_905113025.1	Contig	species-match	OK
119219	GCF_900185755.1	Contig	species-match	OK
119224	GCF_001302265.1	Contig	derived-species-match	OK
119394	GCF_000217815.1	Complete Genome	low-coverage	OK
119434	GCF_000337415.1	Contig	below-threshold-mismatch	OK
119484	GCF_000014965.1	Complete Genome	low-coverage	OK
119641	GCF_900112485.1	Scaffold	below-threshold-mismatch	OK
119644	GCF_000382225.1	Scaffold	below-threshold-mismatch	OK
119858	GCF_015845975.1	Contig	species-match	OK
119863	GCF_023061285.1	Contig	below-threshold-mismatch	OK
119864	GCF_000192865.1	Complete Genome	species-match	OK
119981	GCF_900637915.1	Complete Genome	species-match	OK
120044	GCA_000218875.1	Complete Genome	derived-species-match	OK
120107	GCF_002355855.1	Complete Genome	species-match	OK
120213	GCF_006716115.1	Contig	species-match	OK
120298	GCF_016907385.1	Contig	below-threshold-mismatch	OK
120370	GCF_003987565.1	Contig	low-coverage	OK
120577	GCF_000590795.1	Complete Genome	species-match	OK
120956	GCF_900100775.1	Contig	species-match	OK
120957	GCF_000308455.1	Contig	species-match	OK
120959	GCF_014263315.1	Chromosome	species-match	OK
120962	GCF_000017805.1	Complete Genome	low-coverage	OK
121163	GCF_000429105.1	Scaffold	low-coverage	OK
121235	GCA_005406165.1	Contig		
121277	GCF_000016385.1	Complete Genome	below-threshold-mismatch	OK
121290	GCF_013306565.1	Contig	species-match	OK
121292	GCF_014712225.1	Contig	below-threshold-mismatch	OK
121616	GCF_900091525.1	Scaffold	below-threshold-mismatch	OK
121620	GCF_011297335.1	Scaffold	species-match	OK
121719	GCF_900454465.1	Contig	species-match	OK
121734	GCF_009877425.1	Contig	below-threshold-mismatch	OK
121872	GCF_000710605.1	Contig	below-threshold-mismatch	OK
122355	GCF_011040435.1	Complete Genome	species-match	OK
122358	GCF_018324205.1	Complete Genome	species-match	OK
122368	GCF_002742065.1	Chromosome		
122960	GCF_000430585.1	Scaffold	below-threshold-mismatch	OK
123214	GCF_000021565.1	Complete Genome	low-coverage	OK
123320	GCF_900167575.1	Contig	low-coverage	OK
123783	GCF_000337575.1	Contig	below-threshold-mismatch	OK
123812	GCA_900636625.1	Complete Genome	species-match	OK
123824	GCF_011455495.1	Complete Genome	species-match	OK
123841	GCF_902381655.1	Chromosome	species-match	OK
123899	GCF_900445945.1	Contig	species-match	OK
124225	GCF_000621025.1	Scaffold	low-coverage	OK
124798	GCF_024809135.1	Contig	species-match	OK
125288	GCF_006716885.1	Contig	below-threshold-mismatch	OK
125614	GCF_000371925.1	Contig	low-coverage	OK
125627	GCF_000380185.1	Scaffold	low-coverage	OK
126156	GCF_900115805.1	Scaffold	below-threshold-mismatch	OK
126157	GCF_022603175.1	Scaffold	species-match	OK
126385	GCF_002393505.1	Complete Genome	species-match	OK
126569	GCF_004000805.1	Contig	derived-species-match	OK
126673	GCF_010728155.1	Complete Genome	species-match	OK
126734	GCF_017357525.1	Complete Genome	below-threshold-mismatch	OK
126738	GCA_000832145.1	Complete Genome	genus-match	OK
127563	GCA_002887195.1	Contig		
127886	GCF_000513115.1	Contig	species-match	OK
127891	GCF_000513095.1	Contig	species-match	OK
128442	GCA_001571465.2	Complete Genome		
128780	GCF_014109845.1	Complete Genome	species-match	OK
128785	GCF_014397415.1	Complete Genome	species-match	OK
128944	GCF_001543245.1	Complete Genome	species-match	OK
129338	GCF_012295505.1	Complete Genome	species-match	OK
129578	GCF_004365405.1	Scaffold	species-match	OK
129789	GCF_000337535.1	Contig	below-threshold-mismatch	OK
129817	GCF_900105815.1	Chromosome	species-match	OK
129847	GCF_900101085.1	Contig	species-match	OK
129958	GCF_000012865.1	Complete Genome	mismatch	OK
129985	GCF_002874535.1	Chromosome	below-threshold-mismatch	OK
130081	GCF_000341285.1	Scaffold		
130788	GCF_007830175.1	Scaffold	low-coverage	OK
130814	GCA_003708295.2	Scaffold		
131109	GCF_003860075.1	Contig	species-match	OK
131112	GCF_900105865.1	Chromosome	below-threshold-mismatch	OK
131113	GCA_003707745.1	Scaffold		
131540	GCF_000381085.1	Scaffold	low-coverage	OK
131568	GCF_000017305.1	Complete Genome	below-threshold-mismatch	OK
132132	GCF_001553625.1	Complete Genome	below-threshold-mismatch	OK
132249	GCF_000308855.1	Contig	species-match	OK
132473	GCF_008704395.1	Complete Genome	species-match	OK
132476	GCF_900105635.1	Contig	species-match	OK
132919	GCF_900105375.1	Contig	species-match	OK
132925	GCF_020176155.1	Contig	species-match	OK
132926	GCF_018861705.1	Contig	below-threshold-mismatch	OK
133270	GCF_003688665.1	Scaffold	low-coverage	OK
133448	GCF_900638065.1	Complete Genome	species-match	OK
133453	GCF_000281175.1	Complete Genome	low-coverage	OK
133552	GCF_000427445.1	Scaffold	below-threshold-mismatch	OK
133926	GCF_000143845.1	Complete Genome	species-match	OK
134034	GCF_019047805.1	Complete Genome	species-match	OK
134375	GCA_017307435.1	Scaffold	genus-match	OK
134375	GCA_022014195.1	Scaffold	genus-match	OK
134375	GCA_022014215.1	Scaffold	genus-match	OK
134375	GCA_025869375.1	Scaffold	genus-match	OK
134533	GCF_000368025.1	Scaffold	species-match	OK
134534	GCF_001682515.1	Scaffold	species-match	OK
134537	GCF_000961515.1	Complete Genome	species-match	OK
134821	GCF_000019345.1	Complete Genome	below-threshold-mismatch	OK
134964	GCF_001612635.1	Contig	species-match	OK
134984	GCF_002846365.1	Contig	below-threshold-mismatch	OK
135080	GCF_000160695.1	Scaffold	below-threshold-mismatch	OK
135083	GCF_000234135.1	Scaffold	species-match	OK
135487	GCF_002949635.1	Complete Genome	species-match	OK
135577	GCF_000008465.1	Complete Genome	below-threshold-mismatch	OK
135626	GCF_023283825.1	Contig	below-threshold-mismatch	OK
135735	GCF_003269955.1	Scaffold	species-match	OK
135739	GCF_001981305.1	Contig	below-threshold-mismatch	OK
135740	GCF_009301415.1	Complete Genome	species-match	OK
135826	GCF_000829445.1	Contig	below-threshold-mismatch	OK
135948	GCF_016862295.1	Contig	species-match	OK
