ncbiTaxID	Genome	Quality	best-match-status	taxonomy-check-status
1720063	GCF_900114825.1	Scaffold	below-threshold-mismatch	OK
1706855	GCF_014647655.1	Scaffold	below-threshold-mismatch	OK
1617979				
1498499	GCF_000770585.1	Contig	below-threshold-mismatch	OK
1417660				
1392877	GCF_900104805.1	Chromosome	below-threshold-mismatch	OK
1243002				
1123045	GCF_000420665.1	Scaffold	low-coverage	OK
1076412				
1052017				
862126	GCF_007971525.1	Complete Genome	below-threshold-mismatch	OK
857392				
760123				
703340	GCF_003054225.1	Contig	below-threshold-mismatch	OK
646095				
598609				
574963				
561521				
470150	GCF_000425785.1	Scaffold	below-threshold-mismatch	OK
459528	GCF_007830155.1	Contig	below-threshold-mismatch	OK
460257				
459529	GCF_003610905.1	Scaffold	species-match	OK
459527	GCF_000378145.1	Scaffold	species-match	OK
449461	GCF_006494775.1	Complete Genome	below-threshold-mismatch	OK
398050				
378211	GCF_000478565.1	Contig	species-match	OK
312306	GCF_000026105.1	Complete Genome	below-threshold-mismatch	OK
192812	GCF_008932225.1	Complete Genome	species-match	OK
29495	GCF_012275065.1	Chromosome	species-match	OK
229549	GCF_000377005.1	Contig	below-threshold-mismatch	OK
1837743				
1616821				
1755582	GCF_014643175.1	Contig	species-match	OK
1685017				
1592324	GCF_005146945.1	Scaffold	below-threshold-mismatch	OK
1577780	GCF_008933165.1	Contig	species-match	OK
1005667	GCF_900094795.1	Scaffold	below-threshold-mismatch	OK
1508388				
1476959	GCF_004339595.1	Scaffold	below-threshold-mismatch	OK
223900	GCF_023061175.1	Contig	mismatch	OK
1990	GCF_000381885.1	Scaffold	below-threshold-mismatch	OK
1816182	GCF_014204985.1	Contig	species-match	OK
1706840	GCF_014203715.1	Scaffold	below-threshold-mismatch	OK
1776118				
1537679				
1536707				
1176536	GCF_007954425.1	Complete Genome	below-threshold-mismatch	OK
538382	GCF_009827515.1	Contig	below-threshold-mismatch	OK
502051	GCF_014645355.1	Contig	below-threshold-mismatch	OK
219301	GCF_016907455.1	Contig	below-threshold-mismatch	OK
2049916				
1189126	GCF_003003375.1	Scaffold	species-match	OK
681158	GCF_001953875.1	Scaffold	below-threshold-mismatch	OK
994319	GCF_023156385.1	Contig	below-threshold-mismatch	OK
994320	GCF_009827295.1	Contig	below-threshold-mismatch	OK
1685378	GCF_020171505.1	Contig	species-match	OK
1817963	GCF_001982615.1	Contig	below-threshold-mismatch	OK
1783357				
1705616				
1683161	GCF_013839445.1	Scaffold	below-threshold-mismatch	OK
1036020	GCF_014191495.1	Contig	below-threshold-mismatch	OK
502366	GCF_003987045.1	Contig	below-threshold-mismatch	OK
502365	GCF_004214835.1	Contig	mismatch	OK
488535	GCF_900114775.1	Scaffold	below-threshold-mismatch	OK
488533	GCF_900106945.1	Scaffold	below-threshold-mismatch	OK
480520	GCF_000833025.1	Complete Genome	species-match	OK
415851	GCF_003385595.1	Contig	below-threshold-mismatch	OK
364030	GCF_900088825.1	Scaffold	below-threshold-mismatch	OK
202611	GCF_001591965.1	Contig	species-match	OK
128780	GCF_014109845.1	Complete Genome	species-match	OK
157227	GCF_003387165.1	Scaffold	below-threshold-mismatch	OK
45677	GCF_001571085.1	Contig	below-threshold-mismatch	OK
2707068				
1137280	GCF_000708045.1	Contig	below-threshold-mismatch	OK
647384				
396013	GCF_002786295.1	Scaffold	species-match	OK
62140	GCF_000202835.1	Complete Genome	species-match	OK
1929488	GCF_002072105.2	Contig	low-coverage	OK
1886788	GCF_015475875.1	Scaffold	below-threshold-mismatch	OK
1736684				
1548547	GCF_001677435.1	Complete Genome	low-coverage	OK
1537369	GCF_014644295.1	Contig	below-threshold-mismatch	OK
1697053	GCF_001267255.1	Complete Genome	species-match	OK
1217799	GCF_001466665.1	Scaffold	below-threshold-mismatch	OK
243838				
664693	GCF_014203395.1	Contig	below-threshold-mismatch	OK
2570227	GCF_004917065.1	Contig	below-threshold-mismatch	OK
2570226	GCF_004917075.1	Contig	mismatch	OK
2562681	GCF_004791675.1	Scaffold	mismatch	OK
2364273	GCF_004117875.1	Contig	below-threshold-mismatch	OK
1735589	GCF_003194605.1	Contig	below-threshold-mismatch	OK
912592				
641660				
63658	GCF_000526715.1	Contig	below-threshold-mismatch	OK
68272	GCF_014656295.1	Scaffold	below-threshold-mismatch	OK
2059212				
1642469				
90732	GCF_900105645.1	Scaffold	mismatch	OK
1752078				
1508390	GCF_004363045.1	Scaffold	low-coverage	OK
2202339	GCF_014529945.1	Contig	below-threshold-mismatch	OK
2028108	GCF_014199445.1	Scaffold	low-coverage	OK
1770194	GCF_014652855.1	Scaffold	below-threshold-mismatch	OK
1716077	GCF_014646195.1	Contig	below-threshold-mismatch	OK
1588644	GCF_014646035.1	Scaffold	species-match	OK
1302685	GCF_900129385.1	Scaffold	below-threshold-mismatch	OK
558541	GCF_002836945.1	Scaffold	species-match	OK
115781	GCF_000421285.1	Contig	mismatch	OK
2665222				
2029864				
1837380	GCF_014648155.1	Contig	mismatch	OK
1784712	GCF_003584015.1	Scaffold	below-threshold-mismatch	OK
1763773				
1793966	GCF_014635625.1	Contig	species-match	OK
1478223				
1367864				
1176587	GCF_001654455.1	Complete Genome	low-coverage	OK
1056512	GCF_000333895.2	Contig	below-threshold-mismatch	OK
908355				
857252	GCF_900108005.1	Scaffold	species-match	OK
871651	GCF_900111875.1	Contig	low-coverage	OK
862134	GCF_002374835.1	Contig	below-threshold-mismatch	OK
637577	GCF_011742555.1	Contig	below-threshold-mismatch	OK
488212				
475299	GCF_003253485.1	Scaffold	below-threshold-mismatch	OK
450365	GCF_009909205.1	Contig	below-threshold-mismatch	OK
438751	GCF_002631205.1	Contig	species-match	OK
415996	GCF_022899355.1	Scaffold	species-match	OK
398736	GCF_024347095.1	Complete Genome	species-match	OK
379069	GCF_016734785.1	Contig	species-match	OK
311231	GCF_016128195.1	Complete Genome	species-match	OK
207949	GCF_012295615.1	Complete Genome	species-match	OK
199592	GCF_900105335.1	Chromosome	species-match	OK
33999				
1535313				
1470456				
1805971				
1849581	GCF_016865235.1	Complete Genome	species-match	OK
1517580				
718193	GCF_900100175.1	Scaffold	below-threshold-mismatch	OK
630973	GCF_012911875.1	Contig	below-threshold-mismatch	OK
434086				
1463165	GCF_016415705.1	Complete Genome	derived-species-match	OK
1259973	GCF_006711645.1	Complete Genome	below-threshold-mismatch	OK
2021638				
1549850	GCF_002085925.2	Complete Genome	mismatch	OK
1548213	GCF_002993335.1	Scaffold	low-coverage	OK
1434887				
1387297				
435909				
160660	GCF_000754095.2	Contig	below-threshold-mismatch	OK
48074	GCF_009931115.1	Complete Genome	species-match	OK
2148	GCF_003385765.1	Scaffold	species-match	OK
86	GCF_000685215.1	Contig	below-threshold-mismatch	OK
519472	GCF_001870205.1	Complete Genome	below-threshold-mismatch	OK
2026255	GCF_002285125.1	Contig	species-match	OK
1391911	GCF_001619895.1	Contig	species-match	OK
324679				
210623				
1603869				
1667239	GCF_008014775.1	Scaffold	low-coverage	OK
216942	GCF_001267155.1	Complete Genome	below-threshold-mismatch	OK
427920	GCF_002019605.1	Scaffold	below-threshold-mismatch	OK
216945	GCF_000400955.1	Complete Genome	below-threshold-mismatch	OK
1915382	GCF_016757275.1	Contig	species-match	OK
1416875				
1211807	GCF_021432085.1	Complete Genome	species-match	OK
660513				
42906	GCF_021462285.1	Complete Genome	below-threshold-mismatch	OK
1891279	GCF_003403095.1	Complete Genome	below-threshold-mismatch	OK
1461693	GCF_000671395.1	Contig	low-coverage	OK
1457311	GCF_021554725.1	Contig	below-threshold-mismatch	OK
1317117	GCF_002088235.1	Contig	low-coverage	OK
1208324	GCF_000819565.1	Complete Genome	species-match	OK
1177154	GCF_000756665.1	Contig	below-threshold-mismatch	OK
1173995	GCF_014199615.1	Contig	below-threshold-mismatch	OK
428993	GCF_900167565.1	Contig	species-match	OK
1552123	GCF_000766865.1	Contig	species-match	OK
2604086	GCF_008079445.1	Scaffold	below-threshold-mismatch	OK
256821	GCF_003010915.2	Complete Genome	species-match	OK
747349				
28047	GCF_010729895.1	Complete Genome	species-match	OK
1767	GCF_020736005.1	Complete Genome	species-match	OK
362781				
1317124	GCF_000737065.1	Contig	below-threshold-mismatch	OK
2125989	GCF_014270035.1	Contig	low-coverage	OK
562969	GCF_011762095.1	Contig	below-threshold-mismatch	OK
849756	GCF_014652135.1	Contig	below-threshold-mismatch	OK
1353528	GCF_000714545.1	Contig	below-threshold-mismatch	OK
680283	GCF_014651535.1	Contig	low-coverage	OK
648995	GCF_013285525.1	Complete Genome	species-match	OK
502577				
360293	GCF_000152985.1	Scaffold	below-threshold-mismatch	OK
46203				
2708110	GCF_014764305.1	Complete Genome	below-threshold-mismatch	OK
2664937				
462949	GCF_014645195.1	Scaffold	below-threshold-mismatch	OK
388278	GCF_003025555.1	Contig	below-threshold-mismatch	OK
2249426	GCF_004104115.1	Contig	species-match	OK
1543381	GCF_014201555.1	Contig	species-match	OK
1317122	GCF_000626715.1	Contig	below-threshold-mismatch	OK
435289	GCF_900167055.1	Contig	below-threshold-mismatch	OK
346377	GCF_014651455.1	Contig	species-match	OK
1577474	GCF_900092135.1	Scaffold	below-threshold-mismatch	OK
84698	GCF_900111985.1	Scaffold	low-coverage	OK
2291546				
2249466				
2233542	GCF_004785625.2	Complete Genome	species-match	OK
2498850	GCF_004078655.1	Contig	below-threshold-mismatch	OK
2498849	GCF_004078635.1	Contig	below-threshold-mismatch	OK
2305183	GCF_020907275.1	Contig	low-coverage	OK
2283313				
91560	GCF_004363215.1	Scaffold	species-match	OK
42253	GCF_001273775.1	Complete Genome	low-coverage	OK
1510225	GCF_026410925.1	Complete Genome	below-threshold-mismatch	OK
1341726				
547055	GCF_017873855.1	Contig	low-coverage	OK
488124	GCF_001571385.1	Contig	below-threshold-mismatch	OK
83984	GCF_000015765.1	Complete Genome	below-threshold-mismatch	OK
71518	GCF_000430905.1	Scaffold	below-threshold-mismatch	OK
38023	GCF_017873415.1	Contig	below-threshold-mismatch	OK
2221	GCF_000504205.1	Contig	below-threshold-mismatch	OK
2024197	GCF_900241005.1	Contig	below-threshold-mismatch	OK
2685834				
2670335				
2662266				
2530200	GCF_004916895.1	Contig	below-threshold-mismatch	OK
2055905				
2054421	GCF_007559235.1	Contig	species-match	OK
2053187	GCF_002834295.1	Contig	below-threshold-mismatch	OK
2109942	GCF_003007675.1	Scaffold	below-threshold-mismatch	OK
1841855	GCF_900155865.1	Scaffold	below-threshold-mismatch	OK
1977912	GCF_014644035.1	Contig	species-match	OK
1935996	GCF_007625215.1	Scaffold	below-threshold-mismatch	OK
1935995				
1912855	GCF_003402615.1	Contig	species-match	OK
1852016	GCF_017254835.1	Scaffold	below-threshold-mismatch	OK
1769421				
1766165				
1749045	GCF_002911695.1	Scaffold	low-coverage	OK
1702221	GCF_001564455.1	Complete Genome	low-coverage	OK
1682732				
1680762	GCF_001580025.1	Contig	low-coverage	OK
1673718	GCF_900178525.1	Contig	low-coverage	OK
1671597				
1671557				
1656885				
1615953				
1614698				
1591408	GCF_002802965.1	Scaffold	below-threshold-mismatch	OK
1579333	GCF_014191775.1	Scaffold	low-coverage	OK
1570283				
1570282				
1544746	GCF_004341445.1	Contig	low-coverage	OK
1528106	GCF_000763295.1	Contig	below-threshold-mismatch	OK
1514105	GCF_001545095.1	Complete Genome	low-coverage	OK
1499687	GCF_000821325.1	Contig	mismatch	OK
1478221	GCF_002270055.1	Scaffold	low-coverage	OK
1476543				
1445662	GCF_003987475.1	Contig	low-coverage	OK
1427523	GCF_900659885.1	Complete Genome	species-match	OK
1407560				
1365493				
1365492				
1337094				
1335757	GCF_000485905.1	Complete Genome	below-threshold-mismatch	OK
1335746	GCF_000319575.2	Complete Genome	below-threshold-mismatch	OK
1327752	GCF_003987185.1	Contig	below-threshold-mismatch	OK
1295565	GCF_023736155.1	Contig	below-threshold-mismatch	OK
1280370				
1229156				
912594	GCF_002101705.1	Contig	below-threshold-mismatch	OK
1217282	GCF_014199665.1	Contig	species-match	OK
1132028	GCF_004340525.1	Contig	species-match	OK
1055231				
1054297	GCF_017874425.1	Contig	low-coverage	OK
980348				
980347	GCF_014651875.1	Contig	below-threshold-mismatch	OK
979970	GCF_004340205.1	Scaffold	low-coverage	OK
944425	GCF_014196635.1	Contig	below-threshold-mismatch	OK
879612				
864064	GCF_003992615.1	Scaffold	below-threshold-mismatch	OK
861299	GCF_000522985.1	Complete Genome	low-coverage	OK
760261				
760260				
690879	GCF_001613545.1	Contig	low-coverage	OK
529505	GCF_900156785.1	Scaffold	below-threshold-mismatch	OK
682973				
681398	GCF_001618385.1	Contig	low-coverage	OK
648782	GCF_900105765.1	Contig	below-threshold-mismatch	OK
638617	GCF_900094965.1	Contig	species-match	OK
600628				
528244	GCF_001305595.1	Complete Genome	species-match	OK
526067	GCF_000527155.1	Contig	low-coverage	OK
444463	GCF_000246965.1	Contig	species-match	OK
427072	GCF_000429725.1	Scaffold	low-coverage	OK
393059	GCF_014646915.1	Scaffold	below-threshold-mismatch	OK
360412	GCF_001050235.1	Scaffold	low-coverage	OK
349934	GCF_011758645.1	Contig	low-coverage	OK
311180	GCF_900100725.1	Contig	species-match	OK
269261	GCF_000186245.1	Complete Genome	low-coverage	OK
120577	GCF_000590795.1	Complete Genome	species-match	OK
246272	GCF_000621445.1	Scaffold	low-coverage	OK
194196	GCF_020162295.1	Complete Genome	species-match	OK
127891	GCF_000513095.1	Contig	species-match	OK
127886	GCF_000513115.1	Contig	species-match	OK
1777	GCF_002102175.1	Contig	below-threshold-mismatch	OK
100176	GCF_900176335.1	Scaffold	low-coverage	OK
89018				
723	GCF_900445015.1	Contig	species-match	OK
56425	GCF_002102025.1	Contig	species-match	OK
1538	GCF_000143685.1	Complete Genome	species-match	OK
1413	GCF_000177235.2	Complete Genome	low-coverage	OK
1930533				
2247	GCF_000022205.1	Complete Genome	below-threshold-mismatch	OK
1256678				
332410	GCF_000019905.1	Complete Genome	mismatch	OK
58138	GCF_000024205.1	Complete Genome	low-coverage	OK
1431282	GCF_017874375.1	Contig	low-coverage	OK
487686				
418010				
176294				
38027	GCF_000970085.1	Complete Genome	below-threshold-mismatch	OK
2708117	GCF_002209445.1	Complete Genome	mismatch	OK
2708112				
2683677				
2502791	GCF_006740705.1	Complete Genome	below-threshold-mismatch	OK
2170575	GCF_003072125.1	Scaffold	below-threshold-mismatch	OK
2078947				
2201898	GCF_003258515.1	Contig	below-threshold-mismatch	OK
2047730				
2026353	GCF_013408985.1	Contig	below-threshold-mismatch	OK
1882343	GCF_005780245.1	Contig	mismatch	OK
1858656	GCF_002499975.2	Complete Genome	low-coverage	OK
1808955	GCF_016908955.1	Contig	species-match	OK
1764581				
1633335	GCF_014652915.1	Scaffold	below-threshold-mismatch	OK
1630162	GCF_002259645.1	Contig	below-threshold-mismatch	OK
1621988	GCF_022662195.1	Contig	below-threshold-mismatch	OK
1582364	GCF_016862815.1	Contig	below-threshold-mismatch	OK
1582356	GCF_022953075.1	Contig	species-match	OK
1389223	GCF_003007715.1	Contig	derived-species-match	OK
1482736	GCF_017874355.1	Contig	low-coverage	OK
1473112	GCF_009363075.1	Complete Genome	below-threshold-mismatch	OK
1448271	GCF_900207585.1	Scaffold	low-coverage	OK
1428684	GCF_018138125.1	Complete Genome	species-match	OK
1347902	GCF_014638355.1	Scaffold	species-match	OK
1323746	GCF_008711285.1	Contig	species-match	OK
1309792				
1297424	GCF_003337415.1	Scaffold	low-coverage	OK
1267423	GCF_900111145.1	Contig	species-match	OK
1234544				
1233113				
1230528	GCF_017349295.1	Scaffold	below-threshold-mismatch	OK
1216297	GCF_026013645.1	Complete Genome	species-match	OK
1176243	GCF_003002925.1	Contig	below-threshold-mismatch	OK
1028749				
930152	GCF_900104555.1	Scaffold	below-threshold-mismatch	OK
930132	GCF_009649745.1	Contig	below-threshold-mismatch	OK
884688				
758803	GCF_900141985.1	Scaffold	below-threshold-mismatch	OK
732242	GCF_000613805.1	Contig	low-coverage	OK
681634				
667303				
659350	GCA_028553765.1	Complete Genome	below-threshold-mismatch	OK
653745				
614649	GCF_900220965.1	Scaffold	below-threshold-mismatch	OK
600629				
518897	GCF_014645375.1	Scaffold	below-threshold-mismatch	OK
494016	GCF_900129095.1	Scaffold	below-threshold-mismatch	OK
357999				
479077				
476157	GCF_001663155.1	Complete Genome	species-match	OK
454600	GCF_000375425.1	Contig	low-coverage	OK
446692	GCF_001499615.1	Complete Genome	species-match	OK
433321				
433287				
433286	GCF_014218335.1	Complete Genome	species-match	OK
426707				
426129	GCF_900101495.1	Scaffold	low-coverage	OK
390883	GCF_001995985.1	Contig	below-threshold-mismatch	OK
337005	GCF_004216575.1	Scaffold	species-match	OK
306546	GCF_000423345.1	Scaffold	below-threshold-mismatch	OK
286420	GCF_000376785.1	Contig	low-coverage	OK
283923	GCF_010211765.1	Contig	below-threshold-mismatch	OK
279827				
231440	GCF_900143695.1	Contig	low-coverage	OK
231439	GCF_026000375.1	Complete Genome	below-threshold-mismatch	OK
180282	GCF_024655835.1	Scaffold	species-match	OK
112900	GCF_900101845.1	Scaffold	species-match	OK
109465	GCA_001313985.1	Contig	below-threshold-mismatch	OK
64702	GCF_900111365.1	Scaffold	low-coverage	OK
57172				
42808				
2041	GCF_001509405.1	Complete Genome	below-threshold-mismatch	OK
889	GCF_000420485.1	Scaffold	below-threshold-mismatch	OK
19	GCF_000012885.1	Complete Genome	below-threshold-mismatch	OK
1933879	GCF_003986955.1	Contig	below-threshold-mismatch	OK
489971				
223958	GCF_000702625.1	Contig	below-threshold-mismatch	OK
1925762	GCF_001936475.1	Contig	low-coverage	OK
1920268				
1885917	GCF_010078385.1	Contig	below-threshold-mismatch	OK
1883177				
1759089				
392723	GCF_024714495.1	Contig	low-coverage	OK
44672				
1413221	GCF_015160855.1	Complete Genome	below-threshold-mismatch	OK
1037320				
585455	GCF_003932505.1	Contig	low-coverage	OK
315421	GCF_010500915.1	Scaffold	below-threshold-mismatch	OK
117606				
34032	GCF_016919065.1	Contig	low-coverage	OK
1748331				
2751	GCF_004564725.1	Contig	species-match	OK
1054041	GCF_003946265.1	Contig	below-threshold-mismatch	OK
157463	GCF_001047075.2	Scaffold	below-threshold-mismatch	OK
1631	GCF_014489725.1	Contig	species-match	OK
1912211				
2707048				
2681881				
2675109	GCF_004801285.1	Contig	below-threshold-mismatch	OK
2683345				
2583376	GCF_006345825.1	Scaffold	below-threshold-mismatch	OK
2562452	GCF_004803465.1	Contig	below-threshold-mismatch	OK
2541726	GCF_004564355.1	Complete Genome	below-threshold-mismatch	OK
2291846				
2233999	GCF_008843145.1	Complete Genome	below-threshold-mismatch	OK
2203420				
2565549	GCF_005117025.1	Contig	below-threshold-mismatch	OK
2176002				
2172650	GCF_003094615.1	Scaffold	below-threshold-mismatch	OK
2172043	GCF_009371875.1	Contig	species-match	OK
2069301	GCF_019042215.1	Scaffold	low-coverage	OK
2038277	GCF_022179185.1	Scaffold	species-match	OK
2036000	GCF_015278255.1	Scaffold	below-threshold-mismatch	OK
2033606	GCF_023156195.1	Contig	low-coverage	OK
2030798				
2026189	GCF_004116025.1	Contig	species-match	OK
1846211				
2036029				
2006130	GCF_009711205.1	Contig	below-threshold-mismatch	OK
2010915				
1975704				
1955624				
1982043	GCF_002514725.1	Contig	low-coverage	OK
1943576				
1938339	GCF_003367475.1	Contig	low-coverage	OK
1930667	GCF_002150005.2	Contig	low-coverage	OK
1926257				
1923877	GCF_024125445.1	Contig	below-threshold-mismatch	OK
1914963	GCF_001267955.1	Contig	species-match	OK
1913577	GCF_001889005.1	Complete Genome	below-threshold-mismatch	OK
1816181				
1925763	GCF_002806945.1	Contig	below-threshold-mismatch	OK
1896145				
1892563				
1890302	GCF_008807735.1	Complete Genome	species-match	OK
1888910	GCF_004761875.1	Contig	below-threshold-mismatch	OK
1903179	GCF_001855575.1	Contig	species-match	OK
1884249	GCF_005870035.1	Scaffold	below-threshold-mismatch	OK
1874115	GCF_005049105.1	Scaffold	species-match	OK
1892904	GCF_001953635.1	Contig	below-threshold-mismatch	OK
1867410	GCF_003327285.1	Scaffold	species-match	OK
1871604				
1859457	GCF_001854605.1	Scaffold	below-threshold-mismatch	OK
1854762				
1852027	GCF_002917925.1	Contig	below-threshold-mismatch	OK
1850238	GCF_002355275.1	Complete Genome	below-threshold-mismatch	OK
1849021	GCF_009827615.1	Scaffold	low-coverage	OK
1844972	GCF_001675045.1	Scaffold	low-coverage	OK
1840412				
1836209	GCF_009828025.1	Contig	below-threshold-mismatch	OK
1844825				
1820335				
1813877				
1783531				
1793872				
1770527	GCF_003703975.1	Scaffold	low-coverage	OK
1749037				
1745966				
1742358	GCF_001439605.1	Scaffold	below-threshold-mismatch	OK
1742264	GCF_014692525.1	Contig	below-threshold-mismatch	OK
1714354	GCF_001906925.1	Contig	below-threshold-mismatch	OK
1737459				
1705565	GCF_001277345.1	Scaffold	below-threshold-mismatch	OK
1701758	GCF_017815515.1	Complete Genome	below-threshold-mismatch	OK
1706195	GCF_006546775.1	Contig	below-threshold-mismatch	OK
1697558				
1698800				
1697556				
1698799				
1686402				
1697557	GCF_008795935.1	Contig	species-match	OK
1670830	GCF_004300825.1	Complete Genome	species-match	OK
1673741	GCF_014656435.1	Scaffold	low-coverage	OK
1664572				
1656094	GCF_001757105.1	Scaffold	low-coverage	OK
1652958	GCF_014641075.1	Contig	below-threshold-mismatch	OK
1652492	GCF_003003355.1	Scaffold	below-threshold-mismatch	OK
1652109				
1628157	GCF_018271995.1	Contig	low-coverage	OK
1608943				
1607685				
1605891	GCF_003233695.1	Complete Genome	species-match	OK
1592790	GCF_018286635.1	Complete Genome	species-match	OK
1574275				
1572645	GCF_013394205.1	Chromosome	species-match	OK
1572581				
1304799	GCF_017876165.1	Contig	below-threshold-mismatch	OK
1548457	GCF_016734805.1	Contig	low-coverage	OK
1550736	GCF_003703815.1	Contig	species-match	OK
1542911				
1541956				
1538146	GCF_003363135.1	Contig	species-match	OK
1532552	GCF_001866075.3	Complete Genome	below-threshold-mismatch	OK
1531955	GCF_001999765.1	Scaffold	below-threshold-mismatch	OK
1529041	GCF_900172265.1	Contig	below-threshold-mismatch	OK
1522140				
1691903	GCF_001655675.1	Contig	below-threshold-mismatch	OK
1520893	GCA_003008435.1	Scaffold	subspecies-match	OK
1520893	GCA_014191595.1	Scaffold	subspecies-match	OK
1516104	GCF_002128405.1	Contig	species-match	OK
1520894				
1510391	GCF_000816575.1	Scaffold	below-threshold-mismatch	OK
1510459	GCF_014192475.1	Scaffold	low-coverage	OK
1502384				
1501351				
1500077	GCF_014646095.1	Scaffold	below-threshold-mismatch	OK
1488331				
1485203				
1481914	GCF_024347675.1	Complete Genome	species-match	OK
1481663	GCF_001402675.1	Scaffold	species-match	OK
1475022				
1474952	GCF_014653155.1	Scaffold	below-threshold-mismatch	OK
1470562	GCF_001262635.1	Contig	low-coverage	OK
1470560				
1465502	GCF_016908935.1	Contig	low-coverage	OK
1465501	GCF_004684935.1	Scaffold	below-threshold-mismatch	OK
1462440	GCF_009720865.1	Contig	below-threshold-mismatch	OK
2025039	GCF_002260845.1	Contig	below-threshold-mismatch	OK
1652957	GCF_018403765.1	Contig	low-coverage	OK
1450204	GCF_011761355.1	Scaffold	below-threshold-mismatch	OK
1445657	GCF_002895005.1	Contig	below-threshold-mismatch	OK
1442587	GCF_004362805.1	Scaffold	below-threshold-mismatch	OK
1442586	GCF_004346845.1	Scaffold	below-threshold-mismatch	OK
1435465	GCF_004217445.1	Scaffold	low-coverage	OK
1433535				
1429085				
1420889	GCF_011927785.1	Contig	below-threshold-mismatch	OK
1417747				
1400979	GCF_003367245.1	Contig	below-threshold-mismatch	OK
1397367				
1396826	GCF_006740765.1	Complete Genome	species-match	OK
1382456	GCF_002980575.1	Contig	below-threshold-mismatch	OK
1368474				
1365950	GCF_900167365.1	Scaffold	low-coverage	OK
1350067	GCF_014192515.1	Contig	low-coverage	OK
1348284				
1348266				
1346888				
1343159	GCF_003014435.1	Contig	species-match	OK
1342818	GCA_000695745.1	Contig	mismatch	OK
1341550				
1335061	GCF_902502825.2	Complete Genome	species-match	OK
1335046				
1332631				
1330551	GCF_012933385.1	Contig	below-threshold-mismatch	OK
1330072	GCF_004833285.1	Scaffold	low-coverage	OK
1323422	GCF_004364575.1	Scaffold	low-coverage	OK
1306519	GCF_001857965.1	Complete Genome	below-threshold-mismatch	OK
1295392	GCF_000940995.1	Complete Genome	species-match	OK
1294268	GCF_014192395.1	Scaffold	below-threshold-mismatch	OK
1287727	GCF_900109455.1	Contig	below-threshold-mismatch	OK
1287068	GCF_016863495.1	Contig	below-threshold-mismatch	OK
1274359	GCF_900106015.1	Chromosome	mismatch	OK
1271860	GCF_900101685.1	Scaffold	below-threshold-mismatch	OK
1262732				
1262554	GCF_014195445.1	Contig	low-coverage	OK
1257027				
1257026	GCF_002843305.1	Scaffold	species-match	OK
995059				
1247963	GCF_000733125.1	Contig	below-threshold-mismatch	OK
1236486	GCF_003259835.1	Scaffold	below-threshold-mismatch	OK
1232657				
1229659	GCA_027853965.1	Contig	below-threshold-mismatch	OK
1227546	GCF_021729155.1	Scaffold	low-coverage	OK
1225769	GCF_018802605.1	Complete Genome	species-match	OK
1224513	GCF_014490485.1	Scaffold	below-threshold-mismatch	OK
1215032	GCF_004022265.1	Contig	below-threshold-mismatch	OK
1195761	GCF_014636495.1	Scaffold	below-threshold-mismatch	OK
1194079	GCF_001642695.1	Scaffold	below-threshold-mismatch	OK
1193621	GCF_014652475.1	Scaffold	below-threshold-mismatch	OK
1178825	GCF_900141715.1	Scaffold	species-match	OK
1176198	GCF_013364095.1	Complete Genome	species-match	OK
1172614	GCF_006265175.1	Scaffold	below-threshold-mismatch	OK
1172363				
1161202	GCF_002155685.1	Scaffold	below-threshold-mismatch	OK
1155722	GCF_900142765.1	Contig	below-threshold-mismatch	OK
1141889	GCF_002351485.1	Contig	below-threshold-mismatch	OK
1136941	GCF_001305675.1	Complete Genome	below-threshold-mismatch	OK
1133559	GCF_009806145.1	Contig	species-match	OK
1130726				
1126832				
1123756	GCF_002115805.1	Contig	species-match	OK
1114924	GCF_900113695.1	Scaffold	below-threshold-mismatch	OK
1095191				
1094342	GCF_900217905.1	Scaffold	below-threshold-mismatch	OK
1045774	GCF_900101465.1	Scaffold	species-match	OK
1008308	GCF_016908355.1	Contig	low-coverage	OK
1007092				
1005928	GCF_900115165.1	Scaffold	below-threshold-mismatch	OK
1005925	GCF_025574465.1	Scaffold	below-threshold-mismatch	OK
996342	GCF_900129875.1	Contig	below-threshold-mismatch	OK
995066	GCF_900101095.1	Scaffold	below-threshold-mismatch	OK
715473	GCF_021391495.1	Complete Genome	species-match	OK
986711	GCF_902825405.1	Contig	below-threshold-mismatch	OK
985012	GCF_007830035.1	Scaffold	below-threshold-mismatch	OK
945052	GCA_028401405.1	Contig	below-threshold-mismatch	OK
915353				
915352				
914152				
914150	GCF_000981765.1	Complete Genome	below-threshold-mismatch	OK
683150	GCF_004358765.1	Contig	species-match	OK
907778				
531940				
871203	GCF_022879815.1	Complete Genome	species-match	OK
870481				
861051				
859144	GCF_018582665.1	Complete Genome	species-match	OK
767452	GCF_006337125.1	Complete Genome	below-threshold-mismatch	OK
766894				
755175	GCF_023283775.1	Contig	species-match	OK
747304	GCF_014652235.1	Scaffold	below-threshold-mismatch	OK
742054	GCF_016908255.1	Contig	species-match	OK
531938	GCF_003148865.1	Scaffold	species-match	OK
702114	GCF_019669905.1	Complete Genome	species-match	OK
698645				
683355	GCF_019166065.1	Contig	below-threshold-mismatch	OK
683354	GCF_002209565.1	Contig	below-threshold-mismatch	OK
683125	GCF_900116225.1	Scaffold	low-coverage	OK
683047				
